"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C0728734","Caring caregiver-patient relationship","0.1955","3","0.2218","0.1782","false","false","","","",""
"C0560435","Does skip","0.1888","3","0.1914","0.1781","false","false","","","AB00skip","skip"
"C0000765","Excessive body weight gain","0.2258","1","0.0108","0.178","false","false","","","",""
"C3525888","Irradiation of blood product","0.254","1","0.0232","0.1777","false","false","","","",""
"C0337664","Smoker","0.2549","2","0.3674","0.1775","false","false","C3241966","Current Smoker","",""
"C0019163","Hepatitis B","0.1833","3","0.2128","0.1772","false","false","","","AB000hbv","hbv"
"C0001198","Acrodynia","0.2151","1","0.0162","0.1771","false","false","","","AB00feer","feer"
"C0008325","Cholecystitis","0.2005","2","0.0976","0.1769","false","false","C4553186","Cholecystitis, CTCAE 5.0","",""
"C0035007","Psychological reinforcement","0.2081","2","0.133","0.1768","false","false","","","",""
"C1384485","Normal delivery","0.1754","2","0.043","0.1767","false","false","","","AB00nsvd","nsvd"
"C4551583","Cerebral cortical atrophy","0.1931","1","0.0102","0.1767","false","false","","","",""
"C0021390","Inflammatory Bowel Diseases","0.2118","2","0.0728","0.1765","false","false","","","AB000ibd","ibd"
"C3810845","Brittle","0.263","1","0.0208","0.1757","false","false","","","",""
"C0746919","NO TREATMENT","0.2246","2","0.304","0.1754","false","false","","","",""
"C0020428","Hyperaldosteronism","0.2206","1","0.0074","0.1753","false","false","","","",""
"C0564621","Urine microalbumin level result","0.2106","2","0.0736","0.175","false","false","","","",""
"C3814778","Hemolytic Index","0.3104","1","0.1078","0.1749","false","false","","","",""
"C0677607","Hashimoto Disease","0.2928","1","0.0508","0.1746","false","false","","","AB0000ht","ht"
"C1445957","Serum total cholesterol measurement","0.3921","1","0.4098","0.1745","false","false","C0587184","Serum cholesterol measurement","",""
"C0376297","Cardiac Death","0.197","1","0.0124","0.1742","false","false","","","",""
"C1167965","Urine output increased","0.259","1","0.011","0.174","false","false","","","",""
"C0392703","Shakes","0.2311","2","0.1812","0.1737","false","false","","","",""
"C4321323","Attendant -- finding","0.1706","2","0.067","0.1737","false","false","","","",""
"C3887648","Norepinephrine, DL-","0.1766","2","0.0484","0.1732","false","false","","","",""
"C3812868","Medicated (finding)","0.4381","1","0.2528","0.1731","false","false","","","",""
"C0398650","Immune thrombocytopenic purpura","0.1685","4","0.3014","0.1727","false","false","","","AB00aitp; AB000itp","aitp; itp"
"C4553047","Base Deficit (procedure)","0.2605","1","0.0266","0.1727","false","false","","","",""
"C0011923","Diagnostic Imaging","0.2019","4","0.8678","0.1723","false","false","C1881134","imaging studies","",""
"C0042075","Urologic Diseases","0.2651","1","0.0118","0.1721","false","false","C0080276","Disorder of the genitourinary system","",""
"C0023787","Lipodystrophy","0.1996","1","0.0074","0.1712","false","false","","","",""
"C5230548","Insulin sensitivity factor","0.245","1","0.0066","0.171","false","false","","","",""
"C0020626","Hypoparathyroidism","0.2164","1","0.02","0.171","false","false","C4554635","Hypoparathyroidism, CTCAE","",""
"C0237849","Peeling of skin","0.1725","3","0.2894","0.1704","false","false","","","AB00peel","peel"
"C0001621","Adrenal Gland Diseases","0.2447","1","0.0086","0.17","false","false","","","",""
"C4521343","Vaginal (intended site)","0.2289","2","0.2688","0.1698","false","false","","","",""
"C4723839","irPD (Immune-Related Response Criteria)","0.3496","1","0.0458","0.1697","false","false","","","AB00irpd","irpd"
"C0024225","Lymphangitis","0.2146","1","0.009","0.1692","false","false","","","",""
"C0596192","blood lipid","0.1723","1","0.0066","0.1691","false","false","","","",""
"C0678211","Reinforcement surgical repair","0.1988","2","0.133","0.169","false","false","","","",""
"C0042890","Vitamins","0.2227","3","0.5822","0.1687","false","false","","","",""
"C2945560","Hemolysis (lab result)","0.1981","2","0.1174","0.1687","false","false","C0019054","Hemolysis (disorder)","",""
"C0029408","Degenerative polyarthritis","0.325","1","0.3576","0.1686","false","false","","","AB000a o; AB000djd; AB000o a; AB0000oa; AB000oas","a o; djd; o a; oa; oas"
"C3665492","Structure showing abnormal deposition of pigment (morphologic abnormality)","0.334","1","0.0988","0.1685","false","false","","","",""
"C1851789","Poor wound healing","0.2143","1","0.0142","0.1684","false","false","","","",""
"C0039070","Syncope","0.276","2","0.5876","0.1684","false","false","C4554644; C0312422","Syncope, CTCAE 5.0; Blackout - symptom","",""
"C4083256","Bristol Stool Type 3","0.2664","1","0.0264","0.1683","false","false","","","",""
"C0598463","Functional Status","0.2636","2","0.43","0.1681","false","false","","","",""
"C5201036","Low Platelet Count","0.2436","1","0.0392","0.168","false","false","","","",""
"C0848332","Spots on skin","0.1893","3","0.2446","0.1679","false","false","","","",""
"C0333297","Chronic ulcer","0.213","1","0.0092","0.1674","false","false","","","",""
"C2010848","jaundice","0.4033","1","0.2208","0.1672","false","false","C0022346","Icterus","",""
"C0019080","Hemorrhage","0.3126","2","0.8068","0.1671","false","false","C0018944","Hematoma","AB000hem","hem"
"C0558141","Transsexual (finding)","0.1789","3","0.34","0.1667","false","false","C0040765","Transsexualism","",""
"C5200691","Prudent Diet","0.1771","1","0.0086","0.1666","false","false","","","",""
"C3539771","Vitamin K1 Measurement","0.1842","1","0.011","0.1663","false","false","","","",""
"C0043388","Yaws","0.1659","1","0.0056","0.1661","false","false","","","AB00buba; AB00pian; AB000yaw; AB00yaws","buba; pian; yaw; yaws"
"C4723804","beta-adrenergic antagonist therapy","0.2449","1","0.0126","0.166","false","false","","","",""
"C0006434","Burn injury","0.209","2","0.1916","0.1654","false","false","C1962979; C0332687","Burn, CTCAE; Second degree burn injury","AB00burn","burn"
"C0160420","Injury of kidney","0.2887","1","0.043","0.1651","false","false","","","",""
"C0744147","lesions on foot","0.1982","1","0.0112","0.1651","false","false","C2219978","Lesion of skin of foot","",""
"C0014394","Enuresis","0.2569","1","0.0376","0.1649","false","false","C0270327","Bedwetting","",""
"C0021403","Influenza virus vaccine","0.2468","2","0.7094","0.1645","false","false","C0770694","trivalent influenza vaccine","",""
"C0242973","Ventricular Dysfunction","0.2361","1","0.0108","0.1644","false","false","","","",""
"C0175795","Oral Medication","0.1752","2","0.0466","0.1643","false","false","","","",""
"C0003364","Antihypertensive Agents","0.2391","2","0.1812","0.1642","false","false","","","",""
"C1516635","Clinical Treatment","0.2125","1","0.0064","0.1641","false","false","","","",""
"C0010266","Cranial nerve diseases","0.1896","1","0.0054","0.1641","false","false","","","",""
"C0026769","Multiple Sclerosis","0.2671","1","0.0474","0.1635","false","false","","","AB0000ms","ms"
"C0431718","Multiple renal cysts","0.2291","1","0.0072","0.1635","false","false","","","",""
"C0795691","HEART PROBLEM","0.2716","1","0.0518","0.1633","false","false","","","",""
"C0027709","Nephrocalcinosis","0.1956","1","0.0052","0.1632","false","false","","","",""
"C2219848","Daytime somnolence","0.197","2","0.075","0.1631","false","false","","","",""
"C0948501","Ultrasound examination","0.1747","2","0.0598","0.1629","false","false","","","",""
"C1281905","At risk of disease","0.1718","1","0.0082","0.1628","false","false","","","",""
"C3887499","Renal cyst","0.3033","1","0.1594","0.1625","false","false","C1691228","Cystic Kidney Diseases","",""
"C1519885","Vaccinated (qualifier)","0.3216","1","0.1176","0.1625","false","false","","","",""
"C2825055","Recurrence (disease attribute)","0.1912","3","0.525","0.1624","false","false","","","",""
"C0020492","Hyperostosis","0.1792","1","0.0196","0.1622","false","false","","","",""
"C1458156","Recurrent Malignant Neoplasm","0.1907","3","0.5214","0.1621","false","false","","","",""
"C0085215","Ovarian Failure, Premature","0.1866","1","0.0068","0.162","false","false","C1401084","Ovarian Insufficiency","AB000pof; AB000poi","pof; poi"
"C0376261","Lactate","0.2546","2","0.2104","0.162","false","false","C0064582","Lactic acid","",""
"C3843725","None of these","0.3552","1","0.0848","0.1617","false","false","","","",""
"C0206750","Coronavirus Infections","0.1784","2","0.1002","0.1616","false","false","","","",""
"C5441683","PRL protein, human","0.2033","2","0.0836","0.1615","false","false","","","AB000prl","prl"
"C0020438","Hypercalciuria","0.2185","1","0.0116","0.1614","false","false","","","",""
"C0242786","High-Risk Pregnancy","0.2118","1","0.0094","0.1611","false","false","","","",""
"C4484264","Clark","0.1665","3","0.2036","0.161","false","false","","","",""
"C0036812","serum ketones","0.2048","1","0.0056","0.1609","false","false","","","",""
"C3843661","Too little","0.1658","1","0.0166","0.1607","false","false","","","",""
"C0024131","Lupus Vulgaris","0.1924","2","0.1004","0.1605","false","false","","","",""
"C0986526","Hydrochlorothiazide 25 MG","0.2006","2","0.1044","0.1604","false","false","","","",""
"C0190211","Coronary angioplasty","0.2045","1","0.021","0.16","false","false","","","",""
"C0085860","Autoimmune Syndrome Type II, Polyglandular","0.2151","1","0.0308","0.1595","false","false","C1275078","Acrocephalopolysyndactyly type 2","AB00aps2","aps2"
"C3811844","Estimated Glomerular Filtration Rate","0.1958","3","0.41","0.1591","false","false","","","AB00egfr; AB00gfre","egfr; gfre"
"C0404588","Finding related to risk factor in pregnancy","0.2023","1","0.0108","0.159","false","false","","","",""
"C3891718","zucchini extract","0.1996","1","0.0118","0.1587","false","false","","","",""
"C0277814","Sitting position","0.2654","2","0.828","0.1585","false","false","","","AB000sit","sit"
"C0151514","Atrophic condition of skin","0.2425","1","0.0274","0.1584","false","false","C4553557","Skin Atrophy, CTCAE 5.0","",""
"C0025859","Metoprolol","0.2143","2","0.2402","0.1584","false","false","","","",""
"C0263907","Capsulitis","0.1662","1","0.015","0.1582","false","false","","","",""
"C2348272","Dietary Mercury","0.1928","1","0.0384","0.1581","false","false","","","AB0000hg","hg"
"C0034063","Pulmonary Edema","0.2377","2","0.3956","0.1579","false","false","C4553407","Pulmonary Edema, CTCAE","",""
"C5202921","RECIL PD","0.3252","1","0.0458","0.1579","false","false","","","AB0000pd","pd"
"C0042381","Vascular Surgical Procedures","0.2551","1","0.0764","0.1576","false","false","","","",""
"C0728940","Excision","0.1969","3","0.587","0.1575","false","false","C2958713; C0579015","surgery excision; Snare resection - action","",""
"C0262576","Nerve palsy","0.1936","1","0.0084","0.1573","false","false","","","",""
"C0341439","Chronic liver disease","0.1793","1","0.023","0.1572","false","false","","","",""
"C0150499","Caring","0.1724","3","0.2218","0.1571","false","false","","","",""
"C0857027","Feeling Sick","0.2258","2","0.1378","0.1565","false","false","","","",""
"C0577060","Liver problem","0.2106","1","0.0282","0.1564","false","false","","","",""
"C0426596","Increased fluid intake","0.216","1","0.0208","0.1563","false","false","","","",""
"C0860976","Iron increased","0.174","1","0.0114","0.1562","false","false","","","",""
"C0278061","Abnormal mental state","0.2163","2","0.1116","0.156","false","false","C1330966; C0856054","Developmental Academic Disability; Mental status changes","",""
"C0026846","Muscular Atrophy","0.2186","1","0.0638","0.1558","false","false","","","",""
"C0559546","Adverse reactions","0.2237","2","0.1708","0.1554","false","false","","","AB000adr; AB0000ar","adr; ar"
"C0428257","Mercury measurement","0.1893","1","0.0384","0.1552","false","false","","","AB0000hg","hg"
"C0030552","Paresis","0.1904","2","0.1258","0.1547","false","false","","","",""
"C0003079","Anisocoria","0.2167","1","0.0176","0.1546","false","false","","","",""
"C1601799","phosphate ion","0.1839","2","0.0812","0.1546","false","false","","","",""
"C0751922","Median Neuropathy","0.169","1","0.0186","0.1545","false","false","","","",""
"C4273559","Functionally independent","0.2172","1","0.0258","0.1545","false","false","","","",""
"C1334928","Necrotic changes (finding)","0.204","2","0.1446","0.1545","false","false","","","",""
"C4036089","No risk","0.235","1","0.0382","0.1543","false","false","","","",""
"C0232132","Weak arterial pulse","0.1873","1","0.0098","0.154","false","false","","","",""
"C0235946","Cerebral atrophy","0.1874","1","0.0184","0.154","false","false","C0154671","Degenerative brain disorder","",""
"C4282382","No response","0.2782","2","0.571","0.154","false","false","","","",""
"C1322279","Dilate procedure","0.1809","3","0.4462","0.1538","false","false","","","",""
"C0947622","Cholecystolithiasis","0.2072","2","0.1806","0.1537","false","false","C0008350; C0242216","Cholelithiasis; Biliary calculi","",""
"C4521100","One-Step","0.1904","1","0.018","0.1536","false","false","","","",""
"C4050026","Matrix","0.1855","2","0.067","0.1531","false","false","","","",""
"C0023418","leukemia","0.1783","2","0.0794","0.1529","false","false","","","",""
"C0518017","Blood cholesterol","0.174","1","0.0274","0.1529","false","false","","","",""
"C0040420","Tonometry","0.1811","1","0.0064","0.1528","false","false","","","",""
"C0348024","Thyroid dysfunction","0.2285","1","0.0256","0.1526","false","false","","","",""
"C0042998","Vulvovaginitis","0.2241","1","0.0314","0.1522","false","false","C0042268","Vaginitis and vulvovaginitis","",""
"C0015252","removal technique","0.1909","3","0.6076","0.1519","false","false","","","",""
"C3244313","Inactive Healthcare Coverage","0.2006","2","0.2058","0.1518","false","false","","","",""
"C0039601","Testosterone","0.1676","2","0.1224","0.1517","false","false","","","",""
"C0302148","Blood Clot","0.2068","3","0.4644","0.1511","false","false","C0398623","Thrombophilia","AB00clot","clot"
"C3176821","CARD.RISK","0.2325","2","0.3836","0.1509","false","false","","","",""
"C5240704","Vigilant (finding)","0.2737","1","0.0568","0.1507","false","false","","","",""
"C0857177","Arthritic pain","0.2141","1","0.0272","0.1506","false","false","","","",""
"C0018520","Halitosis","0.201","1","0.0112","0.1506","false","false","","","",""
"C0013103","Drainage procedure","0.2106","2","0.5398","0.1505","false","false","","","",""
"C0011777","Dexamethasone","0.3572","1","0.2088","0.1505","false","false","C0304706; C0740057; C1511821; C1511827","Dexamethasone-containing product in ocular dose form; Decadron; Dexameth; Alin","AB0000dm; AB000dxm","dm; dxm"
"C0347530","Base deficit (finding)","0.2268","1","0.0266","0.1503","false","false","","","",""
"C0036679","Diastasis","0.2469","1","0.0262","0.1503","false","false","","","",""
"C0566276","Unable to drink","0.2049","1","0.0086","0.1502","false","false","","","",""
